Country	Installation ID	Year	NER allocation
FI	595	 2013 	847 
FI	595	 2014 	758 
FI	595	 2015 	672 
FI	595	 2016 	588 
FI	595	 2017 	507 
FI	595	 2018 	428 
FI	595	 2019 	352 
FI	595	 2020 	279 
IT	1102	 2013 	1346 
IT	1102	 2014 	1204 
IT	1102	 2015 	1067 
IT	1102	 2016 	934 
IT	1102	 2017 	805 
IT	1102	 2018 	680 
IT	1102	 2019 	559 
IT	1102	 2020 	443 
FI	600	 2013 	9781 
FI	600	 2014 	9611 
FI	600	 2015 	9441 
FI	600	 2016 	9270 
FI	600	 2017 	9100 
FI	600	 2018 	8930 
FI	600	 2019 	8760 
FI	600	 2020 	8590 
PL	952	 2013 	3033 
PL	952	 2014 	2980 
PL	952	 2015 	2927 
PL	952	 2016 	2875 
PL	952	 2017 	2822 
PL	952	 2018 	2769 
PL	952	 2019 	2716 
PL	952	 2020 	2664 
CZ	389	 2013 	2592 
CZ	389	 2014 	2320 
CZ	389	 2015 	2055 
CZ	389	 2016 	1799 
CZ	389	 2017 	1550 
CZ	389	 2018 	1310 
CZ	389	 2019 	1078 
CZ	389	 2020 	854 
PL	954	 2014 	3010 
PL	954	 2015 	2958 
PL	954	 2016 	2904 
PL	954	 2017 	2851 
PL	954	 2018 	2797 
PL	954	 2019 	2745 
PL	954	 2020 	2691 
FI	610	 2013 	70371 
FI	610	 2014 	69147 
FI	610	 2015 	67922 
FI	610	 2016 	66698 
FI	610	 2017 	65473 
FI	610	 2018 	64249 
FI	610	 2019 	63024 
FI	610	 2020 	61800 
DE	131	 2013 	77047 
DE	131	 2014 	75707 
DE	131	 2015 	74366 
DE	131	 2016 	73026 
DE	131	 2017 	71685 
DE	131	 2018 	70344 
DE	131	 2019 	69004 
DE	131	 2020 	67663 
DK	360	 2013 	2941 
DK	360	 2014 	2632 
DK	360	 2015 	2331 
DK	360	 2016 	2041 
DK	360	 2017 	1759 
DK	360	 2018 	1486 
DK	360	 2019 	1223 
DK	360	 2020 	968 
FI	628	 2013 	3489 
FI	628	 2014 	3428 
FI	628	 2015 	3368 
FI	628	 2016 	3307 
FI	628	 2017 	3246 
FI	628	 2018 	3185 
FI	628	 2019 	3125 
FI	628	 2020 	3064 
BE	202970	 2013 	19118 
BE	202970	 2014 	18786 
BE	202970	 2015 	18452 
BE	202970	 2016 	18120 
BE	202970	 2017 	17788 
BE	202970	 2018 	17455 
BE	202970	 2019 	17122 
BE	202970	 2020 	16789 
PL	252	 2013 	17494 
PL	252	 2014 	15655 
PL	252	 2015 	13869 
PL	252	 2016 	12139 
PL	252	 2017 	10463 
PL	252	 2018 	8842 
PL	252	 2019 	7274 
PL	252	 2020 	5761 
BE	203795	 2013 	798 
BE	203795	 2014 	714 
BE	203795	 2015 	632 
BE	203795	 2016 	553 
BE	203795	 2017 	477 
BE	203795	 2018 	403 
BE	203795	 2019 	332 
BE	203795	 2020 	263 
DE	654	 2014 	750 
DE	654	 2015 	4016 
DE	654	 2016 	3569 
DE	654	 2017 	3136 
DE	654	 2018 	2717 
DE	654	 2019 	2311 
DE	654	 2020 	1919 
DE	140	 2013 	52064 
DE	140	 2014 	51159 
DE	140	 2015 	50253 
DE	140	 2016 	49347 
DE	140	 2017 	48441 
DE	140	 2018 	47535 
DE	140	 2019 	46629 
DE	140	 2020 	45723 
RO	96	 2013 	32198 
RO	96	 2014 	35057 
RO	96	 2015 	31057 
RO	96	 2016 	27183 
RO	96	 2017 	23431 
RO	96	 2018 	19801 
RO	96	 2019 	16288 
RO	96	 2020 	12901 
BE	203913	 2014 	189690 
BE	203913	 2015 	222258 
BE	203913	 2016 	218251 
BE	203913	 2017 	214244 
BE	203913	 2018 	210237 
BE	203913	 2019 	206231 
BE	203913	 2020 	202224 
CZ	148	 2013 	25905 
CZ	148	 2014 	25454 
CZ	148	 2015 	25004 
CZ	148	 2016 	24553 
CZ	148	 2017 	24102 
CZ	148	 2018 	23651 
CZ	148	 2019 	23201 
CZ	148	 2020 	22750 
FI	662	 2013 	8174 
FI	662	 2014 	7315 
FI	662	 2015 	6480 
FI	662	 2016 	5672 
FI	662	 2017 	4889 
FI	662	 2018 	4131 
FI	662	 2019 	3398 
FI	662	 2020 	2692 
FI	663	 2013 	35137 
FI	663	 2014 	32953 
FI	663	 2015 	30822 
FI	663	 2016 	28747 
FI	663	 2017 	26730 
FI	663	 2018 	24768 
FI	663	 2019 	22860 
FI	663	 2020 	21010 
IT	1246	 2013 	25867 
IT	1246	 2014 	23149 
IT	1246	 2015 	20507 
IT	1246	 2016 	17949 
IT	1246	 2017 	15472 
IT	1246	 2018 	13075 
IT	1246	 2019 	10755 
IT	1246	 2020 	8519 
DK	202911	 2013 	5931 
DK	202911	 2014 	5308 
DK	202911	 2015 	4702 
DK	202911	 2016 	4116 
DK	202911	 2017 	3548 
DK	202911	 2018 	2998 
DK	202911	 2019 	2466 
DK	202911	 2020 	1953 
CZ	201588	 2013 	20300 
CZ	201588	 2014 	19947 
CZ	201588	 2015 	19593 
CZ	201588	 2016 	19240 
CZ	201588	 2017 	18887 
CZ	201588	 2018 	18534 
CZ	201588	 2019 	18181 
CZ	201588	 2020 	17828 
DE	660	 2013 	1947 
DE	660	 2014 	7008 
DE	660	 2015 	6312 
DE	660	 2016 	5637 
DE	660	 2017 	4983 
DE	660	 2018 	4349 
DE	660	 2019 	3736 
DE	660	 2020 	3143 
FR	1152	 2013 	4258 
FR	1152	 2014 	4184 
FR	1152	 2015 	4110 
FR	1152	 2016 	4036 
FR	1152	 2017 	3962 
FR	1152	 2018 	3888 
FR	1152	 2019 	3813 
FR	1152	 2020 	3739 
DK	204108	 2013 	18941 
DK	204108	 2014 	50712 
DK	204108	 2015 	44926 
DK	204108	 2016 	39322 
DK	204108	 2017 	33895 
DK	204108	 2018 	28643 
DK	204108	 2019 	23562 
DK	204108	 2020 	18662 
DK	204462	 2014 	999 
DK	204462	 2015 	3438 
DK	204462	 2016 	3009 
DK	204462	 2017 	2593 
DK	204462	 2018 	2192 
DK	204462	 2019 	1803 
DK	204462	 2020 	1428 
RO	133	 2013 	120941 
RO	133	 2014 	118837 
RO	133	 2015 	116732 
RO	133	 2016 	114628 
RO	133	 2017 	112524 
RO	133	 2018 	110419 
RO	133	 2019 	108315 
RO	133	 2020 	106210 
DK	205550	 2013 	1711 
DK	205550	 2014 	6423 
DK	205550	 2015 	5690 
DK	205550	 2016 	4980 
DK	205550	 2017 	4293 
DK	205550	 2018 	3628 
DK	205550	 2019 	2984 
DK	205550	 2020 	2363 
DK	206031	 2013 	7925 
DK	206031	 2014 	12393 
DK	206031	 2015 	12173 
DK	206031	 2016 	11953 
DK	206031	 2017 	11734 
DK	206031	 2018 	11515 
DK	206031	 2019 	11295 
DK	206031	 2020 	11076 
RO	144	 2013 	5558 
RO	144	 2014 	6529 
RO	144	 2015 	6412 
RO	144	 2016 	6297 
RO	144	 2017 	6182 
RO	144	 2018 	6066 
RO	144	 2019 	5950 
RO	144	 2020 	5835 
SK	9	 2014 	13335 
SK	9	 2015 	11907 
SK	9	 2016 	10525 
SK	9	 2017 	9186 
SK	9	 2018 	7888 
SK	9	 2019 	6633 
SK	9	 2020 	5423 
NL	199	 2013 	26415 
NL	199	 2014 	25955 
NL	199	 2015 	25496 
NL	199	 2016 	25036 
NL	199	 2017 	24577 
NL	199	 2018 	24117 
NL	199	 2019 	23657 
NL	199	 2020 	23198 
SK	11	 2014 	12293 
SK	11	 2015 	10978 
SK	11	 2016 	9705 
SK	11	 2017 	8472 
SK	11	 2018 	7278 
SK	11	 2019 	6121 
SK	11	 2020 	5007 
CZ	205510	 2014 	1599 
CZ	205510	 2015 	1423 
CZ	205510	 2016 	1246 
CZ	205510	 2017 	1074 
CZ	205510	 2018 	907 
CZ	205510	 2019 	746 
CZ	205510	 2020 	591 
CZ	205946	 2013 	345 
CZ	205946	 2014 	1795 
CZ	205946	 2015 	1763 
CZ	205946	 2016 	1732 
CZ	205946	 2017 	1700 
CZ	205946	 2018 	1668 
CZ	205946	 2019 	1636 
CZ	205946	 2020 	1604 
FR	383	 2013 	13141 
FR	383	 2014 	12912 
FR	383	 2015 	12684 
FR	383	 2016 	12455 
FR	383	 2017 	12226 
FR	383	 2018 	11998 
FR	383	 2019 	11769 
FR	383	 2020 	11540 
CZ	206784	 2014 	5291 
CZ	206784	 2015 	24638 
CZ	206784	 2016 	24194 
CZ	206784	 2017 	23749 
CZ	206784	 2018 	23305 
CZ	206784	 2019 	22861 
CZ	206784	 2020 	22417 
CZ	206785	 2014 	4224 
CZ	206785	 2015 	4494 
CZ	206785	 2016 	4413 
CZ	206785	 2017 	4332 
CZ	206785	 2018 	4251 
CZ	206785	 2019 	4170 
CZ	206785	 2020 	4089 
RO	155	 2013 	149289 
RO	155	 2014 	146691 
RO	155	 2015 	43297 
RO	155	 2016 	42516 
BE	205932	 2013 	33177 
RO	155	 2017 	41736 
BE	205932	 2014 	52341 
BE	205932	 2015 	51413 
RO	155	 2018 	40955 
BE	205932	 2016 	50487 
RO	155	 2019 	40175 
BE	205932	 2017 	49559 
RO	155	 2020 	39394 
BE	205932	 2018 	48633 
BE	205932	 2019 	47706 
BE	205932	 2020 	46779 
BE	205998	 2013 	3456 
BE	205998	 2014 	3093 
BE	205998	 2015 	2740 
BE	205998	 2016 	2398 
BE	205998	 2017 	2067 
BE	205998	 2018 	1747 
BE	205998	 2019 	1437 
BE	205998	 2020 	1138 
BE	206091	 2013 	6660 
BE	206091	 2014 	6110 
BE	206091	 2015 	5413 
BE	206091	 2016 	4738 
BE	206091	 2017 	4084 
BE	206091	 2018 	3451 
BE	206091	 2019 	2839 
BE	206091	 2020 	2249 
RO	163	 2014 	711 
RO	163	 2015 	2769 
RO	163	 2016 	2719 
RO	163	 2017 	2669 
RO	163	 2018 	2619 
RO	163	 2019 	2569 
RO	163	 2020 	2520 
BE	206955	 2014 	31533 
BE	206955	 2015 	36946 
BE	206955	 2016 	36279 
BE	206955	 2017 	35614 
BE	206955	 2018 	34947 
BE	206955	 2019 	34282 
BE	206955	 2020 	33615 
RO	166	 2013 	12834 
RO	166	 2014 	12611 
RO	166	 2015 	12387 
RO	166	 2016 	12164 
RO	166	 2017 	11941 
RO	166	 2018 	11717 
RO	166	 2019 	11494 
RO	166	 2020 	11271 
RO	178	 2013 	89608 
RO	178	 2014 	139125 
RO	178	 2015 	136662 
RO	178	 2016 	134198 
RO	178	 2017 	131734 
RO	178	 2018 	129271 
RO	178	 2019 	126807 
RO	178	 2020 	124343 
NL	183	 2013 	98733 
NL	183	 2014 	88356 
NL	183	 2015 	78274 
NL	183	 2016 	68511 
NL	183	 2017 	59055 
NL	183	 2018 	49905 
NL	183	 2019 	41051 
NL	183	 2020 	32515 
DE	157	 2013 	28528 
DE	157	 2014 	28032 
DE	157	 2015 	27536 
DE	157	 2016 	27039 
DE	157	 2017 	26543 
DE	157	 2018 	26047 
DE	157	 2019 	25550 
DE	157	 2020 	25054 
RO	187	 2013 	3898 
RO	187	 2014 	5899 
RO	187	 2015 	5794 
RO	187	 2016 	5690 
RO	187	 2017 	5585 
RO	187	 2018 	5481 
RO	187	 2019 	5376 
RO	187	 2020 	5272 
IT	632	 2013 	21011 
IT	632	 2014 	20645 
PL	626	 2013 	798 
IT	632	 2015 	20280 
PL	626	 2014 	714 
IT	632	 2016 	19914 
PL	626	 2015 	632 
PL	626	 2016 	553 
IT	632	 2017 	19549 
IT	632	 2018 	19183 
PL	626	 2017 	477 
IT	632	 2019 	18817 
PL	626	 2018 	403 
PL	626	 2019 	332 
IT	632	 2020 	18452 
PL	626	 2020 	263 
SE	356	 2013 	28880 
SE	356	 2014 	28377 
SE	356	 2015 	27875 
SE	356	 2016 	27372 
SE	356	 2017 	26870 
SE	356	 2018 	26367 
SE	356	 2019 	25865 
SE	356	 2020 	25362 
PT	39	 2013 	504322 
PT	39	 2014 	495547 
PT	39	 2015 	486772 
PT	39	 2016 	477996 
PT	39	 2017 	469221 
PT	39	 2018 	460446 
PT	39	 2019 	451671 
PT	39	 2020 	442896 
FR	979	 2013 	3411 
FR	979	 2014 	3053 
FR	979	 2015 	2704 
FR	979	 2016 	2367 
FR	979	 2017 	2040 
FR	979	 2018 	1724 
FR	979	 2019 	1418 
FR	979	 2020 	1123 
SE	479	 2013 	120052 
SE	479	 2014 	117963 
SE	479	 2015 	115874 
SE	479	 2016 	113785 
SE	479	 2017 	111696 
SE	479	 2018 	109607 
SE	479	 2019 	107519 
SE	479	 2020 	105430 
RO	251	 2013 	6382 
RO	251	 2014 	8324 
RO	251	 2015 	8176 
RO	251	 2016 	8029 
RO	251	 2017 	7881 
RO	251	 2018 	7734 
RO	251	 2019 	7587 
RO	251	 2020 	7439 
RO	253	 2014 	19708 
RO	253	 2015 	30457 
RO	253	 2016 	29908 
RO	253	 2017 	29359 
RO	253	 2018 	28810 
RO	253	 2019 	28261 
RO	253	 2020 	27712 
RO	259	 2013 	60182 
RO	259	 2014 	29568 
IT	964	 2013 	5368 
IT	964	 2014 	5275 
IT	964	 2015 	5181 
IT	964	 2016 	5088 
IT	964	 2017 	4994 
IT	964	 2018 	4901 
IT	964	 2019 	4808 
IT	964	 2020 	4714 
ES	831	 2013 	2349 
ES	831	 2014 	3481 
ES	831	 2015 	3420 
ES	831	 2016 	3358 
ES	831	 2017 	3296 
ES	831	 2018 	3235 
ES	831	 2019 	3173 
ES	831	 2020 	3111 
RO	283	 2013 	26492 ****
RO	283	 2014 	11353 ****
RO	283	 2015 	3754 
RO	283	 2016 	3286 
RO	283	 2017 	2832 
RO	283	 2018 	2393 
RO	283	 2019 	1969 
RO	283	 2020 	1559 
DE	1103	 2013 	12151 
DE	1103	 2014 	11940 
DE	1103	 2015 	11729 
DE	1103	 2016 	11517 
DE	1103	 2017 	11306 
DE	1103	 2018 	11094 
DE	1103	 2019 	10883 
DE	1103	 2020 	10672 
RO	286	 2013 	7725 
RO	286	 2014 	1898 
RO	286	 2015 	1864 
RO	286	 2016 	1830 
RO	286	 2017 	1796 
RO	286	 2018 	1763 
RO	286	 2019 	1730 
RO	286	 2020 	1696 
RO	201674	 2013 	39915 
RO	201674	 2014 	59618 
RO	201674	 2015 	38696 
RO	201674	 2016 	33871 
RO	201674	 2017 	29195 
RO	201674	 2018 	24672 
RO	201674	 2019 	20295 
RO	201674	 2020 	16075 
RO	206882	 2014 	11034 
RO	206882	 2015 	43003 
RO	206882	 2016 	42227 
RO	206882	 2017 	41452 
RO	206882	 2018 	40677 
RO	206882	 2019 	39902 
RO	206882	 2020 	39126 
RO	206922	 2014 	3608 
RO	206922	 2015 	19124 
RO	206922	 2016 	16739 
RO	206922	 2017 	14428 
RO	206922	 2018 	12193 
RO	206922	 2019 	10030 
RO	206922	 2020 	7944 
NL	239	 2013 	655 
NL	239	 2014 	1784 
NL	239	 2015 	1581 
NL	239	 2016 	1383 
NL	239	 2017 	1192 
NL	239	 2018 	1008 
NL	239	 2019 	829 
NL	239	 2020 	657 
SK	152	 2014 	3083 
SK	152	 2015 	7225 
SK	152	 2016 	7094 
SK	152	 2017 	6964 
SK	152	 2018 	6834 
SK	152	 2019 	6704 
SK	152	 2020 	6573 
SK	154	 2013 	7360 
SK	154	 2014 	6586 
SK	154	 2015 	8880 
SK	154	 2016 	8720 
SK	154	 2017 	8560 
SK	154	 2018 	8400 
SK	154	 2019 	8240 
SK	154	 2020 	8079 
IT	1000	 2013 	5919 
IT	1000	 2014 	5816 
IT	1000	 2015 	5713 
IT	1000	 2016 	5610 
IT	1000	 2017 	5507 
IT	1000	 2018 	5404 
IT	1000	 2019 	5301 
IT	1000	 2020 	5198 
DE	171	 2013 	50368 
DE	171	 2014 	49492 
DE	171	 2015 	48616 
DE	171	 2016 	47739 
DE	171	 2017 	46863 
DE	171	 2018 	45986 
DE	171	 2019 	45110 
DE	171	 2020 	44234 
SK	180	 2013 	5482 
SK	180	 2014 	5387 
SK	180	 2015 	5291 
SK	180	 2016 	5196 
SK	180	 2017 	5100 
SK	180	 2018 	5005 
SK	180	 2019 	4910 
SK	180	 2020 	4814 
DE	426	 2014 	340 
DE	426	 2015 	648 
DE	426	 2016 	636 
DE	426	 2017 	625 
DE	426	 2018 	613 
DE	426	 2019 	601 
DE	426	 2020 	590 
SK	188	 2014 	2772 
SK	188	 2015 	14695 
SK	188	 2016 	12862 
SK	188	 2017 	11086 
SK	188	 2018 	9369 
SK	188	 2019 	7707 
SK	188	 2020 	6104 
PL	355	 2013 	6155 
PL	355	 2014 	5956 
PL	355	 2015 	6134 
PL	355	 2016 	6023 
PL	355	 2017 	5913 
PL	355	 2018 	5802 
PL	355	 2019 	5692 
PL	355	 2020 	5581 
FI	484	 2013 	4428 
FI	484	 2014 	4351 
FI	484	 2015 	4274 
FI	484	 2016 	4197 
FI	484	 2017 	4120 
FI	484	 2018 	4043 
FI	484	 2019 	3966 
FI	484	 2020 	3889 
PT	205819	 2013 	142022 
PT	205819	 2014 	139551 
PT	205819	 2015 	137080 
PT	205819	 2016 	134608 
PT	205819	 2017 	132137 
PT	205819	 2018 	129666 
PT	205819	 2019 	127195 
PT	205819	 2020 	124723 
PT	206288	 2013 	744 
PT	206288	 2014 	2007 
PT	206288	 2015 	1778 
PT	206288	 2016 	1557 
PT	206288	 2017 	1342 
PT	206288	 2018 	1134 
PT	206288	 2019 	933 
PT	206288	 2020 	739 
PL	361	 2013 	155233 
PL	361	 2014 	152532 
PL	361	 2015 	149831 
PL	361	 2016 	147130 
PL	361	 2017 	144429 
PL	361	 2018 	141728 
PL	361	 2019 	139027 
PL	361	 2020 	136326 
DE	1157	 2013 	18947 
DE	1157	 2014 	16956 
DE	1157	 2015 	15021 
DE	1157	 2016 	13147 
DE	1157	 2017 	11334 
DE	1157	 2018 	9578 
DE	1157	 2019 	7878 
DE	1157	 2020 	6240 
SK	203784	 2013 	64908 
SK	203784	 2014 	74053 
SK	203784	 2015 	43789 
SK	203784	 2016 	14569 
SK	203784	 2017 	14301 
SK	203784	 2018 	14034 
SK	203784	 2019 	13766 
SK	203784	 2020 	13499 
SK	204252	 2014 	1684 
SK	204252	 2015 	2465 
SK	204252	 2016 	2421 
SK	204252	 2017 	2376 
SK	204252	 2018 	2332 
SK	204252	 2019 	2287 
SK	204252	 2020 	2243 
SK	205645	 2014 	25001 
SK	205645	 2015 	17434 
SK	205645	 2016 	15260 
SK	205645	 2017 	13154 
SK	205645	 2018 	11116 
SK	205645	 2019 	9144 
SK	205645	 2020 	7242 
FI	203117	 2013 	4884 
FI	203117	 2014 	4371 
FI	203117	 2015 	3872 
FI	203117	 2016 	3389 
FI	203117	 2017 	2921 
FI	203117	 2018 	2469 
FI	203117	 2019 	2031 
FI	203117	 2020 	1608 
FR	626	 2014 	18782 
FR	626	 2015 	27598 
FR	626	 2016 	27100 
FR	626	 2017 	26603 
FR	626	 2018 	26105 
FR	626	 2019 	25608 
FR	626	 2020 	25110 
FI	203668	 2013 	10828 
FI	203668	 2014 	9991 
FI	203668	 2015 	8851 
FI	203668	 2016 	7747 
FI	203668	 2017 	6678 
FI	203668	 2018 	5643 
FI	203668	 2019 	4642 
FI	203668	 2020 	3677 
PL	375	 2013 	280483 
PL	375	 2014 	301183 
PL	375	 2015 	295849 
PL	375	 2016 	290516 
PL	375	 2017 	285182 
PL	375	 2018 	279849 
PL	375	 2019 	274516 
PL	375	 2020 	269182 
NL	330	 2013 	2627 
NL	330	 2014 	7092 
NL	330	 2015 	6283 
NL	330	 2016 	5499 
NL	330	 2017 	4740 
NL	330	 2018 	4006 
NL	330	 2019 	3295 
NL	330	 2020 	2610 
FI	205896	 2013 	14891 
FI	205896	 2014 	14753 
FI	205896	 2015 	14492 
FI	205896	 2016 	14230 
FI	205896	 2017 	13969 
FI	205896	 2018 	13708 
FI	205896	 2019 	13447 
FI	205896	 2020 	13185 
PL	754	 2013 	6854 
PL	754	 2014 	6735 
PL	754	 2015 	6615 
PL	754	 2016 	6496 
PL	754	 2017 	6377 
PL	754	 2018 	6258 
PL	754	 2019 	6138 
PL	754	 2020 	6019 
ES	560	 2013 	3815 
ES	560	 2014 	3749 
ES	560	 2015 	3682 
ES	560	 2016 	3616 
ES	560	 2017 	3549 
IT	1104	 2013 	12211 
ES	560	 2018 	3483 
IT	1104	 2014 	10928 
ES	560	 2019 	3417 
IT	1104	 2015 	9681 
ES	560	 2020 	3350 
IT	1104	 2016 	8473 
IT	1104	 2017 	7304 
IT	1104	 2018 	6172 
IT	1104	 2019 	5077 
IT	1104	 2020 	4021 
DE	184	 2014 	30368 
DE	184	 2015 	40778 
DE	184	 2016 	40043 
DE	184	 2017 	39308 
DE	184	 2018 	38573 
DE	184	 2019 	37838 
DE	184	 2020 	37103 
NL	203953	 2013 	5924 
NL	203953	 2014 	5301 
NL	203953	 2015 	4696 
NL	203953	 2016 	4111 
NL	203953	 2017 	3543 
NL	203953	 2018 	2994 
NL	203953	 2019 	2463 
NL	203953	 2020 	1951 
ES	570	 2013 	1630 
ES	570	 2014 	1602 
ES	570	 2015 	1573 
ES	570	 2016 	1545 
ES	570	 2017 	1517 
ES	570	 2018 	1489 
ES	570	 2019 	1460 
ES	570	 2020 	1432 
NL	204422	 2013 	20484 
NL	204422	 2014 	25159 
NL	204422	 2015 	24714 
NL	204422	 2016 	24268 
NL	204422	 2017 	23823 
NL	204422	 2018 	23377 
NL	204422	 2019 	22932 
NL	204422	 2020 	22486 
NL	204695	 2013 	45417 
NL	204695	 2014 	44627 
NL	204695	 2015 	43836 
NL	204695	 2016 	43046 
NL	204695	 2017 	42256 
NL	204695	 2018 	41466 
NL	204695	 2019 	40675 
NL	204695	 2020 	39885 
DE	443	 2013 	7868 
DE	443	 2014 	10043 
DE	443	 2015 	9865 
DE	443	 2016 	9688 
DE	443	 2017 	9510 
DE	443	 2018 	9332 
DE	443	 2019 	9154 
DE	443	 2020 	8977 
NL	204763	 2013 	1046 
NL	204763	 2014 	4079 
NL	204763	 2015 	4007 
NL	204763	 2016 	3934 
NL	204763	 2017 	3862 
